vid,utter_id_x,emotion,C-E1,C-E2,C-E4,sentence,utter_id_y,label,Valence,Arousal,Dominance
Ses03F_script03_1,Ses03F_script03_1_F000,neu,Sadness,Neutral,Neutral,[BREATHING],0,2,3.0,2.5,2.0
Ses03F_script03_1,Ses03F_script03_1_F001,neu,Fear,Neutral,Neutral,Do you think it's them?,1,2,2.5,3.0,2.5
Ses03F_script03_1,Ses03F_script03_1_M004,neu,Excited,Neutral,Neutral,"We're all right, aren't we darling? Whatever happens.",2,2,3.0,3.5,3.5
Ses03F_script03_1,Ses03F_script03_1_M005,neu,Excited,Neutral,Neutral,Then I don't care.,3,2,4.0,3.0,3.0
Ses03F_script03_1,Ses03F_script03_1_M007,exc,Excited,Happiness,Excited,"things that should matter dreadfully don't seem to matter at all when one's happy, do they?",4,4,4.0,3.5,4.0
Ses03F_script03_1,Ses03F_script03_1_F009,exc,Excited,Happiness,Excited,Don't laugh at me. I'm serious.,5,4,2.5,3.5,2.5
Ses03F_script03_1,Ses03F_script03_1_M011,exc,Excited,Happiness,Excited,"[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",6,4,3.5,3.5,3.5
Ses03F_script03_1,Ses03F_script03_1_M013,exc,Excited,Happiness,Excited,"Ooh, certainly you must. We're figures of fun, all right.",7,4,3.5,3.5,3.5
Ses03F_script03_1,Ses03F_script03_1_F014,sad,Excited,Sadness,Sadness,"Oh dear, well, shall we want that?",8,1,2.5,3.0,3.0
Ses03F_script03_1,Ses03F_script03_1_F015,sad,Excited,Sadness,Sadness,"Well, what if happens if one of us is to die? Does the one that's left still laugh?",9,1,2.5,3.5,2.5
Ses03F_script03_1,Ses03F_script03_1_M020,exc,Excited,Happiness,Excited,"Let's blow strumpets, blow-blow trumpets and squeakers and party as much as we can like small quite idiotic school children. Let's savor the delight of the moment. Come, kiss me darling, before worms pop in and out of your eye sockets.",10,4,4.0,4.0,4.5
Ses03F_script03_1,Ses03F_script03_1_F019,exc,Excited,Happiness,Excited,"Thank you, dear. The same applies to you. Except that if I ever so much as catch you looking at another woman I'll kill you.",11,4,3.5,4.0,4.5
Ses03F_script03_1,Ses03F_script03_1_M022,exc,Excited,Happiness,Excited,Remember that awful scene we had in Venice?,12,4,3.0,3.5,3.0
Ses03F_script03_1,Ses03F_script03_1_F021,hap,Excited,Happiness,Happiness,Oh Charles. That was his name. Charles. He did wiggle so beautifully.,13,0,4.0,4.0,3.0
Ses03F_script03_1,Ses03F_script03_1_F025,hap,Excited,Happiness,Happiness,yeah. And that was the first time you ever hit me.,14,0,4.0,3.5,3.0
Ses03F_script03_1,Ses03F_script03_1_M027,exc,Excited,Happiness,Excited,"That was a rouser, wasn't it?",15,4,3.5,2.5,3.0
Ses03F_script03_1,Ses03F_script03_1_F026,hap,Excited,Happiness,Happiness,The manager came in and found us rolling on the floor and biting and scratching like panthers. [LAUGHTER],16,0,4.0,4.5,4.0
Ses03F_script03_1,Ses03F_script03_1_F027,exc,Excited,Happiness,Excited,I know. Oh man. Couldn't believe it.,17,4,4.0,3.0,3.0
Ses03M_impro08a,Ses03M_impro08a_M000,neu,Frustration,Neutral,Neutral,Hello.  This is Viacom Services.  How can I help you?,0,2,3.0,3.0,2.5
Ses03M_impro08a,Ses03M_impro08a_F000,fru,Frustration,Anger,Frustration,"Hello?  God finally somebody, look, this is ridiculous.  I've been waiting online for like a half an hour now.",1,5,1.5,4.0,4.5
Ses03M_impro08a,Ses03M_impro08a_M001,neu,Frustration,Neutral,Neutral,"I'm sorry ma'am, what can I help you with?",2,2,3.0,2.0,3.0
Ses03M_impro08a,Ses03M_impro08a_F001,fru,Frustration,Frustration,Frustration,"Look my, my phone isn't working.  I don't understand what's going on.  I am trying to call out.  I'm not receiving any calls",3,5,2.0,3.5,4.0
Ses03M_impro08a,Ses03M_impro08a_F002,fru,Frustration,Frustration,Frustration,"and I need assistance with my...not only is my work phone, it's my home phone and look,",4,5,2.0,4.5,4.0
Ses03M_impro08a,Ses03M_impro08a_F003,fru,Anger,Frustration,Frustration,this is my business.  This is how I make money is through my phone.  It needs to be working.  Can you please help me?,5,5,1.0,4.5,4.0
Ses03M_impro08a,Ses03M_impro08a_M002,neu,Frustration,Neutral,Neutral,Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,6,2,3.0,2.5,3.5
Ses03M_impro08a,Ses03M_impro08a_F004,neu,Neutral,Neutral,Frustration,two two six six.,7,2,2.5,2.0,2.0
Ses03M_impro08a,Ses03M_impro08a_M003,neu,Neutral,Neutral,Neutral,Okay.  And your name is?,8,2,3.0,2.5,3.0
Ses03M_impro08a,Ses03M_impro08a_F005,fru,Sadness,Frustration,Frustration,Olivia.,9,5,3.5,3.0,2.5
Ses03M_impro08a,Ses03M_impro08a_M004,neu,Neutral,Neutral,Neutral,Olivia. Um. Okay.  So how long has this problem been?,10,2,3.0,3.5,3.5
Ses03M_impro08a,Ses03M_impro08a_F006,fru,Frustration,Frustration,Frustration,"This has been going on for the past two weeks.  I called every single day.  Nobody is helping me.  You guys tell me the same thing over and over, call again, call again, call again--",11,5,1.0,4.5,4.5
Ses03M_impro08a,Ses03M_impro08a_M005,neu,Neutral,Neutral,Neutral,So what exactly is the problem?,12,2,2.5,2.5,3.0
Ses03M_impro08a,Ses03M_impro08a_F007,fru,Frustration,Frustration,Frustration,"I don't, I don't know what the problem is.  That's what I want you guys to...why is my service not turned on?  And I paid my bills on time.  I don't understand.",13,5,1.0,4.5,5.0
Ses03M_impro08a,Ses03M_impro08a_M006,neu,Neutral,Neutral,Neutral,Um- I think part of it has to do with the network being down.  It's been having some trouble the last few weeks--,14,2,2.5,2.5,3.5
Ses03M_impro08a,Ses03M_impro08a_F008,fru,Frustration,Frustration,Frustration,"Okay.  Well that is, that is fine and all.  I don't care.  I really don't care because I want my phone to work that's all.",15,5,2.0,4.0,4.5
Ses03M_impro08a,Ses03M_impro08a_F009,fru,Anger,Frustration,Frustration,"That is I am paying you guys for service and I'm not getting any service.  I get, I get just dropped calls all the time and now it's completely not working at all.  I can't even call out, nine one one probably wouldn't even work.",16,5,1.5,5.0,5.0
Ses03M_impro08a,Ses03M_impro08a_M007,neu,Neutral,Neutral,Neutral,I understand--we're not-,17,2,3.0,2.5,3.0
Ses03M_impro08a,Ses03M_impro08a_M008,neu,Frustration,Neutral,Neutral,No.  Okay.  We're not charging you for any of these months.  We're going to give you three months free.,18,2,3.0,2.0,3.0
Ses03M_impro08a,Ses03M_impro08a_F010,fru,Frustration,Anger,Frustration,Well you better.  You better give me a whole freaking new phone that's what you better do.,19,5,1.5,3.5,4.5
Ses03M_impro08a,Ses03M_impro08a_M009,neu,Neutral,Neutral,Neutral,We can give you a new phone--,20,2,3.5,3.0,2.5
Ses03M_impro08a,Ses03M_impro08a_F011,fru,Excited,Anger,Frustration,I want a camera phone actually.,21,5,2.0,4.0,4.5
Ses03M_impro08a,Ses03M_impro08a_M010,neu,Neutral,Neutral,Neutral,We can do that.  We can do that.  You just have to sign a one-year contract though with the--,22,2,3.0,3.5,3.5
Ses03M_impro08a,Ses03M_impro08a_F012,fru,Frustration,Anger,Frustration,"No, no, no...  I'm done with these contract business because this is what can happen.",23,5,2.0,4.0,4.5
Ses03M_impro08a,Ses03M_impro08a_F013,ang,Anger,Anger,Frustration,"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no.  No contracts for me.  You give me a new phone.",24,3,1.5,4.0,4.5
Ses03M_impro08a,Ses03M_impro08a_M011,fru,Frustration,Frustration,Neutral,"Besides, it's sort of out of hands at the moment----The whole electrical power outage.",25,5,2.0,3.5,3.0
Ses03M_impro08a,Ses03M_impro08a_F014,ang,Anger,Anger,Frustration,I want to talk to a supervisor,26,3,2.0,3.5,4.0
Ses03M_impro08a,Ses03M_impro08a_F015,ang,Anger,Anger,Frustration,I would like to talk to your supervisor.  Obviously you're incompetent and don't understand what I'm asking.,27,3,1.5,3.0,5.0
Ses03M_impro08a,Ses03M_impro08a_M012,neu,Frustration,Neutral,Neutral,"Um- Let me connect you to my supervisor.  Actually, he's out right now so I'm supervisor until he comes back. Um-",28,2,3.0,4.0,4.0
Ses03M_impro08a,Ses03M_impro08a_F016,fru,Frustration,Surprise,Frustration,What?,29,5,1.5,3.5,3.5
Ses03M_impro08a,Ses03M_impro08a_M013,neu,Frustration,Neutral,Neutral,"So you could----speak with me some more, you could call back later on maybe.",30,2,3.0,3.0,4.0
Ses03M_impro08a,Ses03M_impro08a_F017,fru,Frustration,Anger,Frustration,That's ridiculous.  You know?,31,5,2.0,3.0,4.0
Ses03M_impro08a,Ses03M_impro08a_F018,fru,Frustration,Frustration,Frustration,"No I don't want to call back, you put me on hold for like hours and hours----and it's money, money, money, money and out of my pocket, out of my pocket--",32,5,1.0,4.5,5.0
Ses03M_impro08a,Ses03M_impro08a_M014,fru,Frustration,Frustration,Neutral,I didn't put you on hold.,33,5,2.5,3.0,3.0
Ses03M_impro08a,Ses03M_impro08a_M015,fru,Frustration,Frustration,Neutral,There are a lot of people calling us having problems.  Every phone company is having the same problems ma'am,34,5,2.0,3.0,4.0
Ses03M_impro08a,Ses03M_impro08a_F019,fru,Frustration,Anger,Frustration,Every phone...every single phone company?,35,5,1.5,3.5,4.5
Ses03M_impro08a,Ses03M_impro08a_M016,neu,Frustration,Neutral,Neutral,"Mmm hmmm.  Mmm hmmm.  The power outages, everything, hurricane Katrina. Everything's really messed up.",36,2,2.0,3.0,3.5
Ses03M_impro08a,Ses03M_impro08a_F020,ang,Anger,Anger,Frustration,This is ridiculous.Well what are we supposed to do?  We starve then because I can't use my phone cause,37,3,2.0,3.5,4.5
Ses03M_impro08a,Ses03M_impro08a_F021,ang,Anger,Anger,Frustration,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line",38,3,1.5,4.5,4.5
Ses03M_impro08a,Ses03M_impro08a_M017,neu,Neutral,Neutral,Neutral,don't you-,39,2,3.0,2.0,2.5
Ses03M_impro08a,Ses03M_impro08a_M018,neu,Neutral,Neutral,Neutral,I'm really sorry ma'am.  There's not----a lot we can do for it.,40,2,2.5,2.5,3.0
Ses03M_impro08a,Ses03M_impro08a_F022,ang,Anger,Anger,Frustration,That you better be sorry.,41,3,2.0,3.0,4.0
Ses03M_impro08a,Ses03M_impro08a_F023,fru,Anger,Frustration,Frustration,Well you're not helping me at all.  God this is so frustrating.,42,5,1.5,3.5,4.5
Ses03M_impro08a,Ses03M_impro08a_M019,neu,Neutral,Neutral,Neutral,"What I can do for you, if you want to make a call right now I could contact you through our computer.  I can call through my phone and you can speak through me.",43,2,3.0,3.0,3.5
Ses03M_impro08a,Ses03M_impro08a_F024,fru,Anger,Frustration,Frustration,What?  No.  That's way too complicated.  Look--,44,5,1.5,3.0,3.5
Ses03M_impro08a,Ses03M_impro08a_F025,fru,Frustration,Frustration,Frustration,you need to fix my phone.  I don't care what you have to do--,45,5,1.5,4.0,4.5
Ses03M_impro08a,Ses03M_impro08a_M020,neu,Neutral,Neutral,Neutral,I'm sorry it has to do with an electrical power outage and stuff--,46,2,2.0,3.0,3.5
Ses03M_impro08a,Ses03M_impro08a_M021,neu,Neutral,Neutral,Neutral,"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",47,2,3.0,3.0,4.0
Ses03M_impro08a,Ses03M_impro08a_F027,fru,Frustration,Anger,Frustration,"Yeah yeah, woman going out in South Central on the payphone at night.  Oh that's real safe.",48,5,2.0,4.0,4.0
Ses03M_impro08a,Ses03M_impro08a_M022,neu,Neutral,Frustration,Neutral,"I'm, I'm sorry you chose to live there um--",49,2,2.5,2.0,3.0
Ses03M_impro08a,Ses03M_impro08a_F028,fru,Frustration,Anger,Frustration,"No, no, no.  I didn't choose to live here.  I work there.  Okay?  Yeah. work work work",50,5,1.5,3.5,4.5
Ses03M_impro08a,Ses03M_impro08a_M023,neu,Neutral,Neutral,Neutral,Well I'm sure maybe there's a phone at work you could use.,51,2,2.5,3.0,3.5
Ses03M_impro08a,Ses03M_impro08a_F029,fru,Frustration,Anger,Frustration,"We can't call out.  We can't make out-- line.  I don't work, I work at another office.",52,5,2.5,4.0,4.0
Ses03M_impro08a,Ses03M_impro08a_F030,fru,Frustration,Anger,Frustration,A law firm.  Thank you very much.,53,5,3.0,2.5,3.0
Ses03M_impro08a,Ses03M_impro08a_M024,neu,Neutral,Frustration,Neutral,All right um--,54,2,3.0,3.5,2.5
Ses03M_impro08a,Ses03M_impro08a_F031,fru,Frustration,Frustration,Frustration,"I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.",55,5,2.0,5.0,4.5
Ses03M_impro08a,Ses03M_impro08a_F032,fru,Frustration,Anger,Frustration,"In fact, give me your name sir, what's your name again?",56,5,2.0,3.5,4.5
Ses03M_impro08a,Ses03M_impro08a_M025,neu,Fear,Neutral,Neutral,My name is Sara.,57,2,3.0,3.5,3.0
Ses03M_impro08a,Ses03M_impro08a_F033,fru,Frustration,Frustration,Frustration,Okay.  Sara what?,58,5,2.5,2.5,3.5
Ses03M_impro08a,Ses03M_impro08a_M026,neu,Fear,Neutral,Neutral,Sara Brown.,59,2,3.0,2.0,3.0
Ses03M_impro08a,Ses03M_impro08a_F034,fru,Frustration,Anger,Frustration,"Sara Brown.  Sara Brown, um- yeah, I'm going to get off the phone with you. And then I'm going to call back and I'm going to give your supervisor your name because you're obviously incompetent to work here.",60,5,1.5,4.0,4.5
Ses03M_impro08a,Ses03M_impro08a_M027,neu,Frustration,Neutral,Neutral,"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",61,2,2.5,2.5,4.0
Ses03M_impro08a,Ses03M_impro08a_F035,fru,Frustration,Anger,Frustration,"What are you, what are you a police officer now?  You know, like I'm done, I'm over it.  Goodbye and I hope that you lose your job.",62,5,1.5,4.0,4.5
Ses03F_impro01,Ses03F_impro01_M001,neu,Frustration,,Neutral,"Oh, um-",0,2,2.6667,2.3333,2.0
Ses03F_impro01,Ses03F_impro01_F002,neu,Frustration,,Neutral,What's wrong?,1,2,2.6667,2.3333,2.3333
Ses03F_impro01,Ses03F_impro01_M002,neu,Frustration,,Neutral,"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it.",2,2,3.0,2.6667,3.3333
Ses03F_impro01,Ses03F_impro01_F003,fru,Frustration,,Frustration,"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line.",3,5,2.3333,3.6667,3.6667
Ses03F_impro01,Ses03F_impro01_M003,neu,Frustration,,Neutral,Who?,4,2,3.0,3.0,3.0
Ses03F_impro01,Ses03F_impro01_F004,fru,Frustration,,Frustration,I don't know. Some lady. Sonya or something.,5,5,3.0,3.3333,2.6667
Ses03F_impro01,Ses03F_impro01_M004,neu,Frustration,,Neutral,She- she probably doesn't even work here.,6,2,3.0,2.0,2.6667
Ses03F_impro01,Ses03F_impro01_F005,fru,Frustration,,Frustration,"Excuse me? No, no. I waited in the line over there..",7,5,2.0,3.6667,4.0
Ses03F_impro01,Ses03F_impro01_M005,neu,Frustration,,Neutral,All right  Uh-,8,2,3.0,2.6667,2.6667
Ses03F_impro01,Ses03F_impro01_F006,fru,Anger,,Frustration,and she told me to come over here and she said to fill out everything on the application and I did that.,9,5,2.0,4.3333,3.6667
Ses03F_impro01,Ses03F_impro01_M006,fru,Frustration,,Frustration,It's not right.,10,5,3.0,2.6667,2.3333
Ses03F_impro01,Ses03F_impro01_F007,fru,Frustration,,Frustration,"Look, I-- No, no, no, I--you don't understand. I have to go back to work.",11,5,2.0,3.6667,3.3333
Ses03F_impro01,Ses03F_impro01_M007,fru,Frustration,,Anger,You just take--all right.,12,5,2.3333,3.6667,3.6667
Ses03F_impro01,Ses03F_impro01_M008,fru,Frustration,,Frustration,"Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-",13,5,2.6667,2.6667,3.3333
Ses03F_impro01,Ses03F_impro01_F008,fru,Frustration,,Frustration,I am not-,14,5,2.0,3.3333,2.0
Ses03F_impro01,Ses03F_impro01_M009,fru,Frustration,,Frustration,"okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut.",15,5,3.0,3.3333,3.3333
Ses03F_impro01,Ses03F_impro01_F009,fru,Frustration,,Frustration,But you don't understand. I cannot get back in line because I have to go back to work. I will get fired if I don't leave here.,16,5,2.0,4.0,2.3333
Ses03F_impro01,Ses03F_impro01_F011,fru,Frustration,,Frustration,[LAUGHTER],17,5,3.3333,3.3333,2.0
Ses03M_impro05a,Ses03M_impro05a_F000,neu,Neutral,Neutral,Neutral,Can I help you sir?,0,2,3.5,2.5,2.5
Ses03M_impro05a,Ses03M_impro05a_M000,ang,Anger,Anger,Anger,Yes you can help me.  Where is my luggage?,1,3,2.0,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_F001,neu,Frustration,Neutral,Neutral,"Well, let me just check on that for you.  Where are you coming--?",2,2,3.5,2.0,2.5
Ses03M_impro05a,Ses03M_impro05a_M001,ang,Anger,Anger,Anger,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,3,3,1.5,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_F002,neu,Frustration,Neutral,Neutral,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",4,2,2.0,2.5,3.0
Ses03M_impro05a,Ses03M_impro05a_M002,ang,Anger,Anger,Anger,I had eight hundred pounds of luggage.,5,3,1.5,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_F003,fru,Frustration,Frustration,Neutral,Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,6,5,2.5,3.0,2.5
Ses03M_impro05a,Ses03M_impro05a_M003,ang,Anger,Anger,Anger,Okay.  Check.,7,3,2.5,3.0,4.0
Ses03M_impro05a,Ses03M_impro05a_F004,fru,Frustration,Frustration,Neutral,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",8,5,3.0,3.5,2.5
Ses03M_impro05a,Ses03M_impro05a_M004,ang,Anger,Anger,Anger,Is it there?,9,3,2.5,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_M005,ang,Anger,Frustration,Anger,Yes.,10,3,2.5,3.0,3.5
Ses03M_impro05a,Ses03M_impro05a_F005,neu,Frustration,Neutral,Neutral,Okay and this is direct flight?,11,2,3.0,2.5,2.0
Ses03M_impro05a,Ses03M_impro05a_M006,ang,Anger,Anger,Anger,You don't know where we're at?,12,3,1.5,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_M007,ang,Anger,Anger,Anger,God.,13,3,1.5,4.0,3.5
Ses03M_impro05a,Ses03M_impro05a_F006,fru,Frustration,Frustration,Neutral,I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--,14,5,3.5,2.0,2.5
Ses03M_impro05a,Ses03M_impro05a_F007,neu,Frustration,Neutral,Neutral,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,15,2,2.5,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_M010,ang,Anger,Anger,Frustration,Okay.  What do you want?,16,3,2.0,3.5,4.0
Ses03M_impro05a,Ses03M_impro05a_F008,neu,Neutral,Neutral,Neutral,How many pieces of luggage do you have checked in?,17,2,3.0,2.5,3.0
Ses03M_impro05a,Ses03M_impro05a_M011,ang,Anger,Anger,Frustration,Eight.  And they're all gone.,18,3,2.5,4.0,3.5
Ses03M_impro05a,Ses03M_impro05a_F009,neu,Frustration,Neutral,Neutral,Eight pieces of luggage.  Okay.,19,2,3.0,2.5,3.0
Ses03M_impro05a,Ses03M_impro05a_M012,ang,Anger,Anger,Anger,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,20,3,1.5,4.5,4.5
Ses03M_impro05a,Ses03M_impro05a_F010,fru,Frustration,Frustration,Neutral,No.  I'm just going to check--,21,5,2.0,2.5,2.5
Ses03M_impro05a,Ses03M_impro05a_M013,ang,Anger,Anger,Anger,It's my mother's funeral tomorrow and the urn is in the suitcase.,22,3,2.0,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_F011,neu,Frustration,Neutral,Neutral,I'm sorry sir.,23,2,3.0,2.0,2.0
Ses03M_impro05a,Ses03M_impro05a_M014,ang,Anger,Sadness,Anger,Yeah.,24,3,2.5,3.5,4.0
Ses03M_impro05a,Ses03M_impro05a_F012,neu,Frustration,Neutral,Neutral,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,25,2,2.5,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_M016,ang,Anger,Anger,Anger,"Oh, oh, that's a good deduction.",26,3,1.5,4.5,4.5
Ses03M_impro05a,Ses03M_impro05a_F014,neu,Frustration,Neutral,Neutral,Yes--it is,27,2,3.5,2.5,2.5
Ses03M_impro05a,Ses03M_impro05a_M017,ang,Anger,Anger,Anger,"Sherlock Holmes.  God, where's my luggage?",28,3,1.5,4.5,5.0
Ses03M_impro05a,Ses03M_impro05a_F015,fru,Frustration,Frustration,Neutral,"Sir, Please please, I would ask you to just calm down for a second--",29,5,2.5,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_M018,ang,Anger,Anger,Anger,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,30,3,1.0,5.0,5.0
Ses03M_impro05a,Ses03M_impro05a_F016,neu,Frustration,Neutral,Neutral,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",31,2,2.5,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_F017,xxx,Frustration,Happiness,Neutral,"Yes, I am.",32,0,4.0,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_M020,ang,Anger,Anger,Frustration,What is the matter with you?,33,3,2.0,4.5,4.5
Ses03M_impro05a,Ses03M_impro05a_F018,ang,Anger,Anger,Frustration,"Sir, I just...you need to calm down is what needs to happen right now.",34,3,3.0,3.5,4.0
Ses03M_impro05a,Ses03M_impro05a_M021,ang,Anger,Anger,Anger,Don't yell at me.,35,3,1.5,4.5,4.5
Ses03M_impro05a,Ses03M_impro05a_F019,fru,Frustration,Neutral,Frustration,"Okay.  I'm not.  I'm sorry, I am being--",36,5,3.5,2.5,2.5
Ses03M_impro05a,Ses03M_impro05a_F020,fru,Frustration,Neutral,Frustration,"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",37,5,3.0,3.5,3.5
Ses03M_impro05a,Ses03M_impro05a_M022,ang,Anger,Frustration,Anger,Oh my God.  I think a blood vessel burst in my head.,38,3,2.5,2.5,3.0
Ses03M_impro05a,Ses03M_impro05a_F021,neu,Frustration,Neutral,Neutral,"Please, please",39,2,3.0,3.0,2.5
Ses03M_impro05a,Ses03M_impro05a_M023,ang,Anger,Surprise,Anger,What?,40,3,1.5,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_F023,neu,Frustration,Neutral,Neutral,Okay.  We can get it here in about seven to ten business days.,41,2,3.0,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_M024,ang,Anger,Surprise,Anger,What?  Are you kidding me?,42,3,1.5,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_F024,neu,Frustration,Neutral,Neutral,"Yes.  Well, because--",43,2,3.0,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_M025,ang,Anger,Anger,Anger,Give- Give me your manager right now.,44,3,2.0,4.0,4.5
Ses03M_impro05a,Ses03M_impro05a_F025,neu,Frustration,Neutral,Neutral,I am the manager sir.,45,2,3.0,2.5,3.5
Ses03M_impro05a,Ses03M_impro05a_M026,ang,Anger,Anger,Anger,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",46,3,2.5,3.5,4.0
Ses03M_impro05a,Ses03M_impro05a_M027,ang,Anger,Anger,Anger,Whose daughter are you?,47,3,2.5,3.0,3.5
Ses03M_impro05a,Ses03M_impro05a_F027,fru,Frustration,Anger,Frustration,Sir?,48,5,2.0,3.0,2.5
Ses03M_impro05a,Ses03M_impro05a_M028,ang,Anger,Anger,Anger,Sir. Sir. Sir. Sir,49,3,2.5,3.0,3.0
Ses03M_impro05a,Ses03M_impro05a_F028,ang,Frustration,Anger,Anger,What is your name?,50,3,2.5,2.5,3.5
Ses03M_impro05a,Ses03M_impro05a_M029,ang,Anger,Anger,Anger,My name is Brent Caption.,51,3,3.0,2.5,3.5
Ses03M_impro05a,Ses03M_impro05a_M030,exc,Excited,Happiness,Excited,Now what are you going to do about it?,52,4,4.5,4.5,4.0
Ses03M_impro05b,Ses03M_impro05b_F000,neu,Frustration,Neutral,Neutral,Can I help you sir?,0,2,3.0,2.0,2.5
Ses03M_impro05b,Ses03M_impro05b_M001,fru,Frustration,Frustration,Neutral,I've been here for four hours and I don't know where one piece of my luggage is,1,5,2.5,2.0,3.5
Ses03M_impro05b,Ses03M_impro05b_F001,neu,Neutral,Neutral,Neutral,Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?,2,2,3.0,3.0,3.0
Ses03M_impro05b,Ses03M_impro05b_M002,fru,Frustration,Frustration,Neutral,Baltimore.,3,5,2.5,2.5,3.0
Ses03M_impro05b,Ses03M_impro05b_F002,neu,Neutral,Neutral,Neutral,Baltimore and this is a direct flight to LAX,4,2,3.0,2.5,3.5
Ses03M_impro05b,Ses03M_impro05b_M003,fru,Frustration,Frustration,Neutral,Yes.,5,5,2.5,3.0,3.0
Ses03M_impro05b,Ses03M_impro05b_M003,fru,Frustration,Frustration,Neutral,Yes.,12,2,2.5,3.0,3.0
Ses03M_impro05b,Ses03M_impro05b_F003,neu,Neutral,Neutral,Neutral,Okay.  Let's look up here,6,2,3.0,2.0,3.0
Ses03M_impro05b,Ses03M_impro05b_M004,fru,Anger,Frustration,Frustration,You know and they've looked it up before and it's not there.,7,5,2.0,3.0,4.0
Ses03M_impro05b,Ses03M_impro05b_F004,neu,Neutral,Neutral,Neutral,Okay.  Well you um-...,8,2,3.0,3.0,2.5
Ses03M_impro05b,Ses03M_impro05b_M005,fru,Frustration,Frustration,Frustration,Now what are you going to do for me different? Hmm?,9,5,2.5,2.0,4.0
Ses03M_impro05b,Ses03M_impro05b_F005,neu,Excited,Neutral,Neutral,"What I can do for you is uh we can uh report lost, lost property.",10,2,3.0,3.0,2.5
Ses03M_impro05b,Ses03M_impro05b_M006,fru,Neutral,Frustration,Frustration,You can report lost property?,11,5,3.0,2.5,3.5
Ses03M_impro05b,Ses03M_impro05b_M007,fru,Frustration,Frustration,Frustration,"Okay.  I'm leaving LA tomorrow for San Diego, driving there.  So, I'm going to leave without all my lost property?  That's what you want me to do? um",13,5,1.5,3.0,4.5
Ses03M_impro05b,Ses03M_impro05b_F007,neu,Neutral,Neutral,Neutral,"Well sir, if if...what I believe has happened is most of the flight was left--",14,2,3.0,3.0,2.5
Ses03M_impro05b,Ses03M_impro05b_F008,neu,Neutral,Neutral,Neutral,the luggage was left in Baltimore.  Therefore--,15,2,3.0,3.0,3.0
Ses03M_impro05b,Ses03M_impro05b_M008,ang,Anger,Surprise,Frustration,Most of the...,16,3,1.5,3.0,4.5
Ses03M_impro05b,Ses03M_impro05b_F009,neu,Neutral,Neutral,Neutral,"Like the luggage, the luggage on the flight.",17,2,3.0,3.5,2.5
Ses03M_impro05b,Ses03M_impro05b_F010,neu,Neutral,Neutral,Neutral,No actually it was...this is the first time this has ever happened.  I don't know what happened--,18,2,2.5,3.5,3.5
Ses03M_impro05b,Ses03M_impro05b_M010,fru,Anger,Frustration,Frustration,"Are you going to refund us for our luggage, refund us for our tickets for this?",19,5,1.5,2.5,4.5
Ses03M_impro05b,Ses03M_impro05b_F011,neu,Neutral,Neutral,Neutral,"Well, we can give you um- hotel lodging for a night if that--",20,2,3.0,3.5,2.5
